record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 21909,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23803,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17963,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23960,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17745,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5840,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23173,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20619,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22695,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17022,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15435,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14805,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21736,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11195,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6260,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2554,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19909,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13939,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2831,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26249,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26677,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4306,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2344,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12754,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22299,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23444,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21763,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24570,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27213,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22165,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21220,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3572,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8878,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10122,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19834,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15053,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2819,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2262,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18413,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24103,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27442,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27883,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12402,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13841,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8694,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25152,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8479,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15936,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16537,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9714,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6620,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6862,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3057,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27758,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 842,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24101,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21061,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6678,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28083,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17276,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28122,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21809,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18646,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4105,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11993,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27924,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26867,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5425,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18556,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22943,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7412,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27915,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11192,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18455,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9475,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9062,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21800,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4988,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1137,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1036,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22369,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17513,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12386,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19029,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4240,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13144,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20536,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9242,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8363,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10232,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19021,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7052,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8390,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29662,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20145,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24301,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24400,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3625,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5816,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14264,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11143,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18283,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12341,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21346,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11640,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 484,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11542,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 469,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27765,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5278,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21123,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14397,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27075,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5588,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3720,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23600,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19014,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5167,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21207,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2742,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23641,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20039,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10423,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23863,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1618,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29041,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17300,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7506,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24585,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9509,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26617,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1733,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7845,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8936,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7239,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23119,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7766,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11096,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2618,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15345,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7286,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9172,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13554,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29500,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14240,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22782,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4296,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11464,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4232,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19307,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24952,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29766,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28069,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10221,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13619,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26888,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22705,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21528,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2810,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23835,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14346,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8820,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14366,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1365,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24519,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9445,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 544,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6216,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18001,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13789,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15711,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26875,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5358,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24244,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12473,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20334,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4758,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13756,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13012,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16338,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9188,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14632,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1652,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29798,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26500,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16349,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9772,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18179,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4990,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3997,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22659,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2641,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16720,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28975,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23902,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22625,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11758,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25531,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9173,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19978,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9298,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23561,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29567,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26534,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
